report_id,machine_id,operator_name,shift,date,incident_description,initial_action,severity,status
REP_9051,MCH_037,J. Das,Evening,2025-09-04,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,Low,Closed
REP_9052,MCH_046,J. Das,Day,2025-10-21,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,Critical,Open
REP_9053,MCH_021,J. Das,Day,2025-09-30,Minor smoke detected from motor casing.,Checked coolant levels and filters.,Medium,Investigating
REP_9054,MCH_009,J. Das,Day,2025-10-18,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,Low,Closed
REP_9055,MCH_012,N. Iyer,Night,2025-09-11,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Medium,Closed
REP_9056,MCH_043,A. Khan,Night,2025-09-26,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,High,Open
REP_9057,MCH_042,A. Khan,Evening,2025-10-17,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,High,Investigating
REP_9058,MCH_015,J. Das,Evening,2025-10-28,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,Low,Investigating
REP_9059,MCH_030,A. Khan,Evening,2025-09-14,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,Medium,Closed
REP_9060,MCH_031,A. Khan,Evening,2025-10-28,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Medium,Open
REP_9061,MCH_007,N. Iyer,Day,2025-09-29,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,Medium,Closed
REP_9062,MCH_013,N. Iyer,Evening,2025-10-01,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Critical,Closed
REP_9063,MCH_023,S. Kumar,Evening,2025-10-03,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,High,Closed
REP_9064,MCH_046,A. Khan,Evening,2025-09-08,Pressure fluctuations noted under steady load.,Monitored parameters for 15 minutes.,Low,Open
REP_9065,MCH_044,R. Verma,Day,2025-09-09,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Low,Open
REP_9066,MCH_029,J. Das,Day,2025-09-27,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,High,Open
REP_9067,MCH_024,J. Das,Night,2025-10-13,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Low,Closed
REP_9068,MCH_005,J. Das,Night,2025-10-07,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Low,Closed
REP_9069,MCH_001,A. Khan,Night,2025-09-07,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Critical,Closed
REP_9070,MCH_044,N. Iyer,Evening,2025-09-01,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,High,Open
REP_9071,MCH_047,R. Verma,Day,2025-09-16,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Medium,Open
REP_9072,MCH_035,A. Khan,Night,2025-10-13,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,High,Closed
REP_9073,MCH_005,S. Kumar,Evening,2025-09-23,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Low,Open
REP_9074,MCH_037,R. Verma,Day,2025-09-16,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,Low,Open
REP_9075,MCH_035,A. Khan,Night,2025-09-20,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,High,Investigating
REP_9076,MCH_028,N. Iyer,Evening,2025-09-22,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Critical,Open
REP_9077,MCH_008,A. Khan,Evening,2025-10-07,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,High,Closed
REP_9078,MCH_021,R. Verma,Day,2025-10-03,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,High,Open
REP_9079,MCH_044,J. Das,Night,2025-10-30,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,Low,Closed
REP_9080,MCH_039,T. Singh,Evening,2025-10-20,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,High,Open
REP_9081,MCH_036,J. Das,Night,2025-10-13,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,High,Investigating
REP_9082,MCH_036,R. Verma,Evening,2025-09-28,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,Low,Investigating
REP_9083,MCH_034,J. Das,Day,2025-10-19,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,High,Open
REP_9084,MCH_043,A. Khan,Day,2025-10-15,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Critical,Open
REP_9085,MCH_017,J. Das,Day,2025-09-12,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Medium,Open
REP_9086,MCH_006,R. Verma,Evening,2025-09-19,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,High,Open
REP_9087,MCH_017,A. Khan,Evening,2025-09-22,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Medium,Open
REP_9088,MCH_024,R. Verma,Day,2025-09-24,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,High,Investigating
REP_9089,MCH_002,R. Verma,Day,2025-10-23,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,Critical,Open
REP_9090,MCH_046,T. Singh,Day,2025-10-30,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,High,Open
REP_9091,MCH_033,J. Das,Night,2025-10-10,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Low,Investigating
REP_9092,MCH_027,J. Das,Day,2025-10-23,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,Medium,Closed
REP_9093,MCH_008,A. Khan,Day,2025-10-21,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,Low,Closed
REP_9094,MCH_032,S. Kumar,Night,2025-09-19,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Medium,Investigating
REP_9095,MCH_023,R. Verma,Night,2025-09-16,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Low,Investigating
REP_9096,MCH_011,A. Khan,Night,2025-09-28,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,Critical,Investigating
REP_9097,MCH_017,N. Iyer,Evening,2025-10-27,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,High,Closed
REP_9098,MCH_006,R. Verma,Night,2025-09-16,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,High,Open
REP_9099,MCH_026,A. Khan,Day,2025-09-08,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,High,Investigating
REP_9100,MCH_016,A. Khan,Evening,2025-10-30,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,Medium,Open
REP_9101,MCH_046,J. Das,Day,2025-10-20,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,Medium,Open
REP_9102,MCH_011,A. Khan,Day,2025-10-19,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Critical,Closed
REP_9103,MCH_033,S. Kumar,Evening,2025-09-21,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,High,Closed
REP_9104,MCH_028,T. Singh,Day,2025-09-26,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Medium,Open
REP_9105,MCH_024,N. Iyer,Evening,2025-10-16,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,High,Open
REP_9106,MCH_048,T. Singh,Day,2025-09-30,Unusual vibration noise observed near bearing housing.,Adjusted valve and resumed normal operation.,Critical,Investigating
REP_9107,MCH_048,N. Iyer,Night,2025-09-27,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Critical,Closed
REP_9108,MCH_007,S. Kumar,Night,2025-09-03,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Critical,Open
REP_9109,MCH_040,N. Iyer,Evening,2025-10-31,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Medium,Closed
REP_9110,MCH_018,N. Iyer,Night,2025-10-29,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,High,Open
REP_9111,MCH_001,A. Khan,Day,2025-09-21,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Critical,Open
REP_9112,MCH_031,N. Iyer,Evening,2025-09-07,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Critical,Closed
REP_9113,MCH_018,J. Das,Evening,2025-09-25,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Medium,Open
REP_9114,MCH_042,J. Das,Day,2025-09-29,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,Low,Investigating
REP_9115,MCH_035,A. Khan,Day,2025-09-01,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,Low,Investigating
REP_9116,MCH_019,T. Singh,Evening,2025-10-08,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,High,Closed
REP_9117,MCH_033,N. Iyer,Evening,2025-09-03,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,Critical,Investigating
REP_9118,MCH_016,S. Kumar,Night,2025-09-06,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Low,Investigating
REP_9119,MCH_050,T. Singh,Night,2025-10-02,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,Medium,Closed
REP_9120,MCH_042,N. Iyer,Day,2025-09-26,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Low,Closed
REP_9121,MCH_008,A. Khan,Day,2025-10-25,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,Low,Closed
REP_9122,MCH_049,N. Iyer,Night,2025-10-22,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Low,Open
REP_9123,MCH_006,R. Verma,Day,2025-09-30,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,High,Open
REP_9124,MCH_050,S. Kumar,Evening,2025-09-22,Unusual vibration noise observed near bearing housing.,Adjusted valve and resumed normal operation.,Critical,Open
REP_9125,MCH_013,R. Verma,Day,2025-09-21,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,Low,Closed
REP_9126,MCH_003,T. Singh,Day,2025-10-25,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Low,Investigating
REP_9127,MCH_047,J. Das,Evening,2025-10-30,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Medium,Closed
REP_9128,MCH_024,R. Verma,Evening,2025-10-12,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Medium,Open
REP_9129,MCH_043,J. Das,Day,2025-09-28,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Low,Investigating
REP_9130,MCH_035,N. Iyer,Evening,2025-10-08,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,High,Open
REP_9131,MCH_018,A. Khan,Day,2025-09-06,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Medium,Open
REP_9132,MCH_030,J. Das,Evening,2025-10-17,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Medium,Open
REP_9133,MCH_033,J. Das,Night,2025-10-10,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,High,Closed
REP_9134,MCH_029,N. Iyer,Evening,2025-09-28,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Low,Investigating
REP_9135,MCH_004,J. Das,Evening,2025-09-10,Pressure fluctuations noted under steady load.,Monitored parameters for 15 minutes.,High,Investigating
REP_9136,MCH_049,R. Verma,Evening,2025-09-11,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,High,Closed
REP_9137,MCH_003,A. Khan,Day,2025-10-19,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,Low,Closed
REP_9138,MCH_023,J. Das,Evening,2025-09-06,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,Medium,Investigating
REP_9139,MCH_040,S. Kumar,Evening,2025-10-21,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,High,Closed
REP_9140,MCH_034,R. Verma,Night,2025-10-03,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,High,Open
REP_9141,MCH_007,S. Kumar,Night,2025-10-31,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Critical,Closed
REP_9142,MCH_010,A. Khan,Evening,2025-09-26,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Low,Open
REP_9143,MCH_040,N. Iyer,Night,2025-09-23,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,Low,Closed
REP_9144,MCH_012,T. Singh,Day,2025-10-11,Pressure fluctuations noted under steady load.,Monitored parameters for 15 minutes.,Low,Investigating
REP_9145,MCH_041,N. Iyer,Evening,2025-10-18,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,High,Investigating
REP_9146,MCH_040,J. Das,Day,2025-10-02,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,High,Investigating
REP_9147,MCH_002,J. Das,Day,2025-09-10,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,Critical,Open
REP_9148,MCH_038,J. Das,Day,2025-09-28,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Medium,Open
REP_9149,MCH_017,N. Iyer,Evening,2025-10-24,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,Critical,Open
REP_9150,MCH_043,N. Iyer,Day,2025-10-16,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,High,Open
REP_9151,MCH_002,J. Das,Day,2025-10-02,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Critical,Closed
REP_9152,MCH_022,J. Das,Day,2025-10-21,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Critical,Closed
REP_9153,MCH_040,A. Khan,Evening,2025-10-28,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,High,Closed
REP_9154,MCH_030,J. Das,Night,2025-10-28,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,High,Closed
REP_9155,MCH_044,A. Khan,Night,2025-10-23,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,High,Investigating
REP_9156,MCH_023,A. Khan,Day,2025-09-08,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,High,Investigating
REP_9157,MCH_008,T. Singh,Evening,2025-10-09,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Low,Investigating
REP_9158,MCH_018,J. Das,Day,2025-09-09,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,Low,Open
REP_9159,MCH_022,T. Singh,Day,2025-10-17,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,Low,Closed
REP_9160,MCH_016,S. Kumar,Night,2025-10-21,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,Medium,Open
REP_9161,MCH_029,J. Das,Day,2025-09-02,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,Low,Closed
REP_9162,MCH_004,T. Singh,Day,2025-09-02,Pressure fluctuations noted under steady load.,Monitored parameters for 15 minutes.,Medium,Open
REP_9163,MCH_010,R. Verma,Evening,2025-09-20,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Medium,Open
REP_9164,MCH_026,N. Iyer,Evening,2025-10-29,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,Critical,Open
REP_9165,MCH_027,R. Verma,Night,2025-10-31,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,Low,Open
REP_9166,MCH_045,S. Kumar,Evening,2025-09-24,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,High,Investigating
REP_9167,MCH_048,N. Iyer,Day,2025-09-21,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,Medium,Open
REP_9168,MCH_025,A. Khan,Day,2025-10-02,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,High,Investigating
REP_9169,MCH_024,A. Khan,Night,2025-10-19,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Critical,Open
REP_9170,MCH_009,N. Iyer,Evening,2025-10-27,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,Low,Closed
REP_9171,MCH_025,S. Kumar,Day,2025-09-12,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Low,Closed
REP_9172,MCH_019,R. Verma,Day,2025-09-07,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Low,Closed
REP_9173,MCH_032,S. Kumar,Day,2025-09-14,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Low,Investigating
REP_9174,MCH_013,J. Das,Evening,2025-09-01,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,High,Closed
REP_9175,MCH_041,R. Verma,Day,2025-09-25,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Critical,Investigating
REP_9176,MCH_036,T. Singh,Evening,2025-10-22,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Low,Investigating
REP_9177,MCH_019,J. Das,Evening,2025-10-20,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,High,Closed
REP_9178,MCH_009,A. Khan,Evening,2025-09-12,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,High,Closed
REP_9179,MCH_046,S. Kumar,Day,2025-09-05,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Critical,Investigating
REP_9180,MCH_008,R. Verma,Night,2025-09-06,Unusual vibration noise observed near bearing housing.,Monitored parameters for 15 minutes.,Medium,Investigating
REP_9181,MCH_036,S. Kumar,Day,2025-10-02,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Low,Investigating
REP_9182,MCH_015,T. Singh,Night,2025-09-25,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Medium,Open
REP_9183,MCH_025,J. Das,Day,2025-09-21,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,High,Investigating
REP_9184,MCH_008,T. Singh,Day,2025-10-12,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,High,Investigating
REP_9185,MCH_025,A. Khan,Evening,2025-09-10,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,Medium,Closed
REP_9186,MCH_021,N. Iyer,Evening,2025-09-10,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,High,Investigating
REP_9187,MCH_036,N. Iyer,Evening,2025-09-16,Minor smoke detected from motor casing.,Reduced load and notified maintenance team.,Critical,Investigating
REP_9188,MCH_015,A. Khan,Night,2025-10-03,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Low,Open
REP_9189,MCH_044,T. Singh,Day,2025-09-06,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Low,Open
REP_9190,MCH_003,A. Khan,Day,2025-10-06,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Low,Investigating
REP_9191,MCH_013,A. Khan,Evening,2025-10-10,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Medium,Closed
REP_9192,MCH_026,T. Singh,Night,2025-09-23,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,High,Closed
REP_9193,MCH_007,T. Singh,Evening,2025-10-20,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,High,Investigating
REP_9194,MCH_014,R. Verma,Day,2025-09-28,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,High,Open
REP_9195,MCH_024,J. Das,Evening,2025-09-26,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,High,Open
REP_9196,MCH_008,J. Das,Day,2025-10-25,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,Medium,Closed
REP_9197,MCH_003,A. Khan,Night,2025-10-06,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Critical,Investigating
REP_9198,MCH_018,J. Das,Day,2025-09-15,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,Medium,Investigating
REP_9199,MCH_004,N. Iyer,Night,2025-10-14,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,Low,Closed
REP_9200,MCH_028,S. Kumar,Day,2025-10-27,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,Medium,Closed
REP_9201,MCH_030,T. Singh,Day,2025-10-19,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Medium,Closed
REP_9202,MCH_002,R. Verma,Evening,2025-09-01,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,Low,Closed
REP_9203,MCH_019,J. Das,Evening,2025-09-14,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,Critical,Investigating
REP_9204,MCH_047,N. Iyer,Evening,2025-10-17,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Critical,Open
REP_9205,MCH_001,S. Kumar,Evening,2025-10-11,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,High,Investigating
REP_9206,MCH_006,R. Verma,Evening,2025-09-13,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,High,Closed
REP_9207,MCH_025,A. Khan,Evening,2025-09-10,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,Medium,Closed
REP_9208,MCH_028,A. Khan,Night,2025-10-19,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,High,Closed
REP_9209,MCH_006,A. Khan,Night,2025-09-16,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,Critical,Closed
REP_9210,MCH_041,R. Verma,Night,2025-10-06,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Critical,Investigating
REP_9211,MCH_002,R. Verma,Night,2025-09-07,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,Critical,Open
REP_9212,MCH_008,J. Das,Day,2025-10-06,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Critical,Investigating
REP_9213,MCH_017,R. Verma,Evening,2025-10-02,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Critical,Open
REP_9214,MCH_024,J. Das,Day,2025-09-07,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,High,Open
REP_9215,MCH_040,J. Das,Night,2025-10-06,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,Medium,Open
REP_9216,MCH_018,N. Iyer,Night,2025-10-03,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Low,Open
REP_9217,MCH_030,A. Khan,Night,2025-09-25,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,Low,Investigating
REP_9218,MCH_050,S. Kumar,Evening,2025-10-09,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Medium,Closed
REP_9219,MCH_016,A. Khan,Day,2025-10-08,Unusual vibration noise observed near bearing housing.,Monitored parameters for 15 minutes.,Critical,Closed
REP_9220,MCH_027,S. Kumar,Night,2025-09-11,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,Medium,Closed
REP_9221,MCH_031,R. Verma,Night,2025-09-22,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Critical,Open
REP_9222,MCH_038,R. Verma,Day,2025-10-10,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Medium,Investigating
REP_9223,MCH_048,A. Khan,Evening,2025-09-21,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,Low,Open
REP_9224,MCH_007,R. Verma,Day,2025-09-18,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,High,Investigating
REP_9225,MCH_035,J. Das,Night,2025-10-08,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,High,Open
REP_9226,MCH_026,A. Khan,Evening,2025-09-21,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,Low,Investigating
REP_9227,MCH_017,R. Verma,Day,2025-10-25,Unusual vibration noise observed near bearing housing.,Monitored parameters for 15 minutes.,Medium,Open
REP_9228,MCH_016,A. Khan,Day,2025-09-29,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Low,Investigating
REP_9229,MCH_042,J. Das,Day,2025-10-29,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,Low,Investigating
REP_9230,MCH_046,T. Singh,Night,2025-10-28,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Low,Closed
REP_9231,MCH_044,R. Verma,Day,2025-10-14,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Medium,Investigating
REP_9232,MCH_030,A. Khan,Night,2025-09-22,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,High,Open
REP_9233,MCH_011,J. Das,Evening,2025-09-02,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,High,Closed
REP_9234,MCH_021,S. Kumar,Evening,2025-10-16,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,Critical,Investigating
REP_9235,MCH_036,J. Das,Night,2025-10-01,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,High,Closed
REP_9236,MCH_021,N. Iyer,Night,2025-09-11,Unusual vibration noise observed near bearing housing.,Adjusted valve and resumed normal operation.,Medium,Investigating
REP_9237,MCH_002,A. Khan,Day,2025-10-23,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,High,Investigating
REP_9238,MCH_028,J. Das,Evening,2025-09-18,Pressure fluctuations noted under steady load.,Monitored parameters for 15 minutes.,Medium,Open
REP_9239,MCH_003,R. Verma,Evening,2025-09-12,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,High,Closed
REP_9240,MCH_020,J. Das,Evening,2025-10-03,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,High,Closed
REP_9241,MCH_013,S. Kumar,Day,2025-10-06,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,Critical,Closed
REP_9242,MCH_025,R. Verma,Night,2025-10-08,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,High,Closed
REP_9243,MCH_017,T. Singh,Night,2025-10-08,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Critical,Closed
REP_9244,MCH_012,R. Verma,Evening,2025-09-02,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,Medium,Closed
REP_9245,MCH_001,J. Das,Day,2025-09-21,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,Low,Investigating
REP_9246,MCH_013,T. Singh,Day,2025-10-14,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Critical,Closed
REP_9247,MCH_042,N. Iyer,Night,2025-10-03,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,Critical,Closed
REP_9248,MCH_013,T. Singh,Day,2025-09-14,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,Medium,Open
REP_9249,MCH_046,J. Das,Evening,2025-10-23,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,Critical,Open
REP_9250,MCH_006,N. Iyer,Night,2025-10-02,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Low,Open
REP_9251,MCH_030,T. Singh,Day,2025-10-04,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,Medium,Closed
REP_9252,MCH_034,J. Das,Evening,2025-10-19,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,Critical,Closed
REP_9253,MCH_016,N. Iyer,Night,2025-09-10,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,High,Open
REP_9254,MCH_047,R. Verma,Day,2025-10-25,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Low,Open
REP_9255,MCH_007,S. Kumar,Evening,2025-09-08,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,Critical,Closed
REP_9256,MCH_010,R. Verma,Evening,2025-09-08,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Low,Investigating
REP_9257,MCH_010,A. Khan,Night,2025-10-29,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,Critical,Open
